fid,id,@id,amenity,capacity,fee,hgv,motorcar,parking,@geometry,capacity_i,access,bicycle,fixme,network,operator,operator_w,operator_1,website,amperage,authentica,brand,covered,manufactur,source,voltage,wikimedia_,disused_am,name,surface,socket_typ,brand_wiki,opening_ho,motorcycle,payment_ap,maxstay,parking_sp,area,capacity_c,ref_enel_c,ref_enel_s,ref,payment_co,payment_cr,socket,socket_cha,socket_c_1,socket_t_1,socket_t_2,socket_t_3,socket_t_4,branch,short_name,start_date,check_date,parking_fe,capacity_d,orientatio,addr_city,addr_postc,addr_stree,contact_we,socket_tes,socket_t_5,socket_t_6,socket_t_7,descriptio,addr_count,brand_wi_1,not_operat,charging_s,addr_subur,addr_house,addr_provi,note,office,phone_IT,authenti_1,authenti_2,level,authenti_3,indoor,socket_t_8,panoramax,socket_sca,bus,scooter,socket_t_9,authenti_4,authenti_5,addr_str_1,name_de,name_it,payment_ca,payment__1,payment_me,payment_qr,fuel_elect,motor_vehi,wheelchair,authenti_6,car,website_en,disused,socket_t10,socket_t11,power,panoramax_,socket_sch,socket_s_1,truck,payment_rf,payment_sm,panorama_1,panorama_2,socket_rop,frequency,socket_dev,socket_t12,charging_1,position,note_it,contact_ph,socket_t13,protection,mapillary,survey_dat,payment_el,charge,socket_t14,outdoor,socket_t15,socket_t16,descript_1,man_made,service,socket_t17,service_bi,natural,ref_EU_EVS,source_dat,operator_2,socket_t18,socket_t19,authenti_7,authenti_8,socket_t20,socket_t21,socket_t22,comment,image,name_en,not_brand_,payment_mo,nohousenum,operator_t,power_supp,output,video,bollard,bicycle_pa,maxstay_co,network_wi,toilets_wh,panorama_3,panorama_4,socket_d_1,socket_s_2,socket_t23,closed,unsigned_r,network_we,addr,addr_descr,colour,location,service__1,vehicle,socket_ccs,survey_d_1,socket_t24,note_en,socket_bos,socket_shi,socket_yam,email,phone,socket_c_2,socket_c_3,alt_name,noname,payment__2,capacity_m,capacity_1,payment_pa,payment_sa,socket_d_2,service__2,operator_3,charging_2,moped,socket_s_3,operator_e,owner,owner_wiki,name_es,name_fr,photo,picture,payment_ac,ele,payment_am,payment_ch,payment__3,payment__4,payment_de,payment_di,payment__5,payment_ep,payment__6,payment_gi,payment_jc,payment_ma,payment__7,payment_no,payment_te,payment_un,payment_vi,payment__8,payment__9,app_apple,app_google,payment_10,payment_11,payment_en,wikipedia,url,payment_ph,socket_b_1,socket_unk,payment,Tipo Zona,Tipo Zona String
1333,node/11259898491,node/11259898491,charging_station,"2",,,,,,2,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,"2","22000",,,,,,,,,,,,,,,,,,"accelerata o quick, charging profile capable, remote start stop capable, reservable, unlock capable, rfid reader",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/13,,,,,"33","400",,charge_point,,,,,IT-ENX-E21XP22T3KK4AM00260,2024/02/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1334,node/11261979873,node/11261979873,charging_station,"2",yes,no,yes,,,2,yes,no,,Enel X,Enel X,Q5376815,,https://plugshare.com/location/518506,,,Enel X,,,local knowledge,,,,Enel X,,,Q5376815,24/7,,yes,,,,,,,20XM32T7KK4AR00081,,,,"1",50 kW,"1",22 kW,"1",50 kW,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enelxway.italy.support@enel.com,+39 800 069 850,120 A,500 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1335,node/11262015939,node/11262015939,charging_station,"2",yes,no,yes,,,2,yes,no,,Acea Energia,Acea Innovation Srl,,,https://plugshare.com/location/518506,,,Acea - Stazione di Ricarica,,,local knowledge,,,,,,,,24/7,,yes,,,,,,,AI_RS_FCCT_21-05_00060,,,,"1",50 kW,"1",22 kW,"1",50 kW,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,no,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e-mobilitysolutions@aceaspa.it,+39 800 555 333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1336,node/11262564026,node/11262564026,charging_station,"4",no,,,,,4,yes,yes,,,Comune di Terzo d'Aquileia,,,,"16",yes,,no,Clorofilla Bike Repair & Charge,local knowledge,"230","File:Stazione di ricarica e-bike Clorofilla, Terzo d'Aquileia.jpg",,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1337,node/11263923272,node/11263923272,charging_station,"2",yes,,,,,2,no,,,,Duferco Energia,Q113465226,,,,,Duferco Energia,,,,,,,,,,,,,,,,,,,,,,,,,,"2",22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1338,node/11266411015,node/11266411015,charging_station,"2",yes,,yes,,,2,,,,,Be Charge,Q113289535,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
1339,node/11271283636,node/11271283636,charging_station,"4",no,,,,,4,customers,yes,,DINAclub,Agriturismo Le Piccole Macie,Q674712,,https://www.repower.com/it/dina/,"16",yes,,,,,"230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://lepiccolemacie.com/wp-content/uploads/2024/07/Dina-repower-062024_4.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
1340,node/11271300255,node/11271300255,charging_station,"1",,,yes,,,1,customers,,,Repower,Agriturismo Le Piccole Macie,,,https://www.repower.com/it/symbiosis/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriturismo Le Piccole Macie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://lepiccolemacie.com/wp-content/uploads/2024/07/WhatsApp-Image-2024-07-26-at-18.49.06.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,Terra arabile non irrigata
1341,node/11279432440,node/11279432440,charging_station,"2",,,,,,2,private,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1342,node/11279432441,node/11279432441,charging_station,"2",,,,,,2,private,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1343,node/11280982321,node/11280982321,charging_station,"2",,,,,,2,,,,,Plenitude,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1344,node/11284308375,node/11284308375,charging_station,"2",no,,,,,2,yes,yes,,DINAclub,Repower,Q674712,,https://www.repower.com/it/dina/,"16",yes,Repower,no,,,"230",,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stazione di Ricarica e-Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,Corsi d’acqua
1345,node/11284308376,node/11284308376,charging_station,"2",no,,,,,2,yes,yes,,DINAclub,Repower,Q674712,it:Repower,https://www.repower.com/it/dina/,"16",yes,Repower,no,,,"230",,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stazione di Ricarica e-Bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,Corsi d’acqua
1346,node/11288840936,node/11288840936,charging_station,"1",yes,,yes,,,1,yes,,,,Repower,Q674712,,https://www.repower.com/it/la-mobilita-elettrica/,,,Repower,no,,local knowledge,,"File:Repower,Lignano Sabbiadoro,Via Punta Tagliamento.jpg",,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/10/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1347,node/11289117934,node/11289117934,charging_station,"2",yes,,yes,,,2,,,,,a2a,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1348,node/11291327438,node/11291327438,charging_station,"1",,,,,,1,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1349,node/11291327439,node/11291327439,charging_station,"1",,,,,,1,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1350,node/11293532232,node/11293532232,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,Ewiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1351,node/11293532233,node/11293532233,charging_station,"1",,,,,,1,,,,,,,,,,,,,,,,,,Ewiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1352,node/11301865541,node/11301865541,charging_station,"1",,,,,,1,yes,yes,,DINAclub,Repower,Q674712,it:Repower,https://www.repower.com/it/dina/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,Uliveti
1353,node/11305193878,node/11305193878,charging_station,"1",yes,,yes,,,1,yes,,,,,,,,,,,,Mennekes,local knowledge,,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1354,node/11305193879,node/11305193879,charging_station,"1",yes,,yes,,,1,yes,,,,,,,,,,,,Mennekes,local knowledge,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1355,node/11307011514,node/11307011514,charging_station,"2",,,,,,2,,,,,Enel X,Q5376815,,https://www.goingelectric.de/stromtankstellen/Italien/Cannero-Riviera/Hapimag-Resort-Cannero-Via-Angelo-Orsi/67702/,,,Enel X,,,,,,,Enel X,,,Q5376815,,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1356,node/11310129382,node/11310129382,charging_station,"2",yes,,yes,,,2,yes,,,,Enel X,Q5376815,,https://www.goingelectric.de/stromtankstellen/Italien/Cannero-Riviera/Via-Dante-Alighieri-Via-Dante-Alighieri-23/67701/,,,Enel X,,,,,,,Enel X,,,Q5376815,,yes,,,,,,,,,,,,"1",,"1",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1357,node/11311440735,node/11311440735,charging_station,"1",,,,,,1,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e563742-9dcb-4086-866b-465aa6c2a5b6,,,,,,,,,,,,,,,,,,,,,,,,,"2",230V,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,Foresta latifoglie
1358,node/11329496426,node/11329496426,charging_station,"2",yes,,yes,,,2,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X,,,Q5376815,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1359,node/11331674308,node/11331674308,charging_station,"1",yes,,yes,,,1,,,,,Ionity,,,,,,Ionity,,,,,,,Ionity,,,Q42717773,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,"6",350 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1360,node/11331679771,node/11331679771,charging_station,"1",yes,,yes,,,1,,,,,Ionity,,,,,,Ionity,,,,,,,Ionity,,,Q42717773,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,"6",350 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1361,node/11331679836,node/11331679836,charging_station,"1",yes,,yes,,,1,,,,,Ionity,,,,,,Ionity,,,,,,,Ionity,,,Q42717773,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,"6",350 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1362,node/11331679838,node/11331679838,charging_station,"1",yes,,yes,,,1,,,,,Ionity,,,,,,Ionity,,,,,,,Ionity,,,Q42717773,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,"6",350 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1363,node/11331679845,node/11331679845,charging_station,"1",yes,,yes,,,1,,,,,Ionity,,,,,,Ionity,,,,,,,Ionity,,,Q42717773,Mo-Su 09:00-21:00,,,,,,,,,,,,,,,,,"6",350 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1364,node/11335563970,node/11335563970,charging_station,"1",no,,,,,1,yes,,,,Pradella Sistemi srl,,,,,,Pradella Sistemi srl,,,,,,,Charge Point - Pradella Sistemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1365,node/11338206724,node/11338206724,charging_station,"2",yes,,yes,,,2,,,,,Enel,Q651222,,,,,Enel,,,,,,,Enel,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1366,node/11338784858,node/11338784858,charging_station,"2",yes,,,,,2,,,,,Enel X,Q5376815,,,,,Enel X,,,,,,,Enel X Juice Pump 60,,,Q5376815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1367,node/11339534297,node/11339534297,charging_station,"2",,,,,,2,,,,,Blitz Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,Industriale/Commerciale
1368,node/11341491191,node/11341491191,charging_station,"4",no,,,,,4,yes,yes,,,,,,,"16",yes,,no,Clorofilla Bike Repair & Charge,,"230",,,Clorofilla,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023/11/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
1369,node/11343863169,node/11343863169,charging_station,"6",,,,,,6,yes,yes,,,EP Bike,,,,,,,no,,,,File:Stazione ricarica eBike - Caravaggio 2.jpg,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
1370,node/11343863170,node/11343863170,charging_station,"6",,,,,,6,yes,yes,,,EP Bike,,,,,,,no,,,,File:Stazione ricarica eBike - Caravaggio 2.jpg,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,Urbano continuo
1371,node/11346732400,node/11346732400,charging_station,"1",,,,,,1,yes,yes,,DINAclub,Repower,Q674712,it:Repower,https://www.repower.com/it/dina/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,Urbano discontinuo
